sofifa_id,player_url,short_name,Name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
264209,https://sofifa.com/player/264209/lamare-bogarde/220002,L. Bogarde,Lamare Bogarde,Lamare Bogarde,"CB, LB",58,81,6.00E+05,500,17,1/5/2004,183,70,2,Aston Villa,English Premier League,1,RES,36,NA,1/12/2021,2023,34,Netherlands,NA,NA,NA,Right,3,2,1,Low/High,Lean (170-185),No,1700000,NA,NA,60,44,52,59,57,60,50,42,59,58,41,58,50,43,56,61,64,57,57,58,64,56,56,60,58,38,67,53,38,43,55,49,54,60,61,9,10,11,13,10,NA,52+2,52+2,52+2,53,52,52,52,53,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,16+2,https://cdn.sofifa.net/players/264/209/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/nl.png
212501,https://sofifa.com/player/212501/leander-dendoncker/220002,L. Dendoncker,Leander Dendoncker,Leander Dendoncker,"CM, CB",77,80,13500000,71000,26,4/15/1995,189,88,110,Wolverhampton Wanderers,English Premier League,1,SUB,32,NA,7/1/2019,2023,7,Belgium,1325,SUB,22,Right,4,2,2,High/High,Normal (185+),Yes,26700000,NA,"Solid Player, Long Shot Taker (AI)",61,72,77,71,78,82,75,66,79,81,71,73,73,71,78,76,53,68,55,73,54,85,73,83,85,76,75,77,76,75,55,77,78,78,75,14,8,14,14,6,NA,74+2,74+2,74+2,72,74,74,74,72,74+2,74+2,74+2,73+2,77+2,77+2,77+2,73+2,76+2,78+2,78+2,78+2,76+2,75+2,78+2,78+2,78+2,75+2,18+2,https://cdn.sofifa.net/players/212/501/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
207421,https://sofifa.com/player/207421/leandro-trossard/220002,L. Trossard,Leandro Trossard,Leandro Trossard,"LM, LW, ST",77,78,12500000,55000,26,12/4/1994,172,67,1808,Brighton & Hove Albion,English Premier League,1,CAM,11,NA,7/1/2019,2023,7,Belgium,1325,SUB,20,Right,4,4,1,High/Medium,Normal (170-185),Yes,24700000,#Acrobat,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",82,76,74,80,30,61,74,76,62,75,74,79,81,69,73,77,89,76,92,72,85,76,78,71,60,79,47,18,75,74,75,80,30,31,18,14,8,11,7,7,NA,74+2,74+2,74+2,77,76,76,76,77,77+1,77+1,77+1,76+2,70+2,70+2,70+2,76+2,55+2,52+2,52+2,52+2,55+2,51+2,43+2,43+2,43+2,51+2,16+2,https://cdn.sofifa.net/players/207/421/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
53739,https://sofifa.com/player/53739/lee-grant/220002,L. Grant,Lee Grant,Lee Grant,GK,65,65,80000,11000,38,1/27/1983,193,83,11,Manchester United,English Premier League,1,RES,13,NA,7/3/2018,2022,14,England,NA,NA,NA,Right,4,1,1,Medium/Medium,Normal (185+),Yes,148000,NA,"GK Long Throw, Team Player",NA,NA,NA,NA,NA,NA,19,17,14,43,15,11,17,19,40,34,41,37,48,60,53,52,70,25,71,19,42,26,14,50,20,54,20,13,19,65,67,69,64,63,39,31+2,31+2,31+2,30,31,31,31,30,34+2,34+2,34+2,31+2,35+2,35+2,35+2,31+2,29+2,34+2,34+2,34+2,29+2,28+2,31+2,31+2,31+2,28+2,64+1,https://cdn.sofifa.net/players/053/739/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
253969,https://sofifa.com/player/253969/leo-hjelde/220002,L. Hjelde,Leo Fuhr Hjelde,Leo Fuhr Hjelde,"CB, LB",60,79,575000,500,17,8/26/2003,188,75,8,Leeds United,English Premier League,1,RES,49,NA,8/27/2021,2025,36,Norway,NA,NA,NA,Left,3,2,1,Medium/Medium,Normal (185+),No,1500000,NA,Power Header,68,32,51,54,60,65,52,32,58,58,30,54,30,28,53,56,66,70,53,56,42,29,59,55,74,31,55,59,48,46,36,53,60,61,58,10,13,11,9,8,NA,49+2,49+2,49+2,52,50,50,50,52,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,58+2,58+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,59+2,15+2,https://cdn.sofifa.net/players/253/969/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/no.png
229906,https://sofifa.com/player/229906/leon-bailey/220002,L. Bailey,Leon Bailey,Leon Bailey,"RM, RW, LW",82,85,41500000,75000,23,8/9/1997,178,77,2,Aston Villa,English Premier League,1,SUB,31,NA,8/4/2021,2025,82,Jamaica,NA,NA,NA,Left,4,4,3,High/Medium,Normal (170-185),Yes,8.20E+07,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",93,78,74,84,33,64,74,79,57,73,74,86,79,79,66,82,93,93,86,80,84,79,77,75,61,78,55,21,81,80,71,75,45,25,18,12,13,6,15,14,NA,78+3,78+3,78+3,82,81,81,81,82,80+3,80+3,80+3,81+3,72+3,72+3,72+3,81+3,59+3,54+3,54+3,54+3,59+3,55+3,46+3,46+3,46+3,55+3,20+3,https://cdn.sofifa.net/players/229/906/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/jm.png
211504,https://sofifa.com/player/211504/lewis-baker/220002,L. Baker,Lewis Baker,Lewis Baker,"CDM, CAM, CM",70,74,2.00E+06,41000,26,4/25/1995,182,72,5,Chelsea,English Premier League,1,RES,52,NA,7/1/2012,2022,14,England,NA,NA,NA,Right,5,3,1,Medium/Medium,Normal (170-185),No,3900000,NA,Long Shot Taker (AI),67,67,71,71,64,70,70,62,58,72,71,70,74,73,71,73,67,67,72,68,71,76,62,76,68,69,69,65,63,70,74,69,66,66,59,8,15,12,8,6,NA,67+2,67+2,67+2,69,68,68,68,69,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,68+2,69+2,69+2,69+2,68+2,67+2,65+2,65+2,65+2,67+2,16+2,https://cdn.sofifa.net/players/211/504/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
261374,https://sofifa.com/player/261374/lewis-bate/220002,L. Bate,Lewis Bate,Lewis Bate,"CM, CDM",63,83,1300000,5000,18,10/29/2002,172,63,8,Leeds United,English Premier League,1,RES,24,NA,7/22/2021,2024,14,England,NA,NA,NA,Left,3,3,1,High/Medium,Lean (170-185),No,3800000,NA,"Long Passer (AI), Playmaker (AI), Technical Dribbler (AI)",71,49,66,65,54,57,55,47,42,73,45,62,55,51,69,64,72,70,76,57,84,57,49,67,53,49,58,53,47,69,46,64,56,57,56,10,9,7,6,10,NA,55+2,55+2,55+2,61,60,60,60,61,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,61+2,60+2,56+2,56+2,56+2,60+2,14+2,https://cdn.sofifa.net/players/261/374/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
264039,https://sofifa.com/player/264039/lewis-dobbin/220002,L. Dobbin,Lewis Dobbin,Lewis Dobbin,ST,57,76,425000,5000,18,1/3/2003,175,71,7,Everton,English Premier League,1,RES,47,NA,1/9/2020,2022,14,England,NA,NA,NA,Right,2,2,1,Medium/Medium,Normal (170-185),No,1100000,NA,NA,74,57,48,59,20,43,36,57,51,56,52,58,48,36,42,55,76,73,71,58,70,60,46,44,47,54,33,14,57,52,62,49,20,15,15,7,13,6,6,6,NA,57+2,57+2,57+2,57,58,58,58,57,57+2,57+2,57+2,55+2,49+2,49+2,49+2,55+2,39+2,36+2,36+2,36+2,39+2,37+2,32+2,32+2,32+2,37+2,13+2,https://cdn.sofifa.net/players/264/039/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
199915,https://sofifa.com/player/199915/lewis-dunk/220002,L. Dunk,Lewis Dunk,Lewis Dunk,CB,78,79,1.30E+07,56000,29,11/21/1991,192,88,1808,Brighton & Hove Albion,English Premier League,1,LCB,5,NA,7/1/2010,2025,14,England,NA,NA,NA,Right,3,2,1,Medium/High,Normal (185+),Yes,25700000,NA,"Power Free-Kick, Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Power Header, Team Player",46,51,62,64,79,78,32,42,76,75,24,65,52,69,75,70,39,52,38,82,39,72,74,68,83,67,80,78,30,58,36,77,81,78,78,15,16,9,12,6,NA,59+2,59+2,59+2,56,59,59,59,56,61+2,61+2,61+2,58+2,68+2,68+2,68+2,58+2,67+2,76+2,76+2,76+2,67+2,69+2,78+1,78+1,78+1,69+2,20+2,https://cdn.sofifa.net/players/199/915/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
243279,https://sofifa.com/player/243279/lewis-gordon/220002,L. Gordon,Lewis Gordon,Lewis Gordon,"LB, LM, LWB",58,68,425000,5000,20,2/12/2001,170,64,1925,Brentford,English Premier League,1,RES,39,NA,9/4/2020,2022,42,Scotland,NA,NA,NA,Left,2,2,1,High/Medium,Lean (170-),No,935000,NA,Speed Dribbler (AI),78,41,48,56,51,52,58,40,46,49,38,54,42,39,42,53,77,79,70,48,81,43,62,66,41,39,57,48,48,45,47,45,49,55,54,9,14,8,12,8,NA,49+2,49+2,49+2,54,51,51,51,54,51+2,51+2,51+2,54+2,49+2,49+2,49+2,54+2,56+2,50+2,50+2,50+2,56+2,56+2,51+2,51+2,51+2,56+2,15+2,https://cdn.sofifa.net/players/243/279/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-sct.png
251590,https://sofifa.com/player/251590/lewis-richards/220002,L. Richards,Lewis Paul Jimmy Richards,Lewis Paul Jimmy Richards,"CB, LWB",54,74,275000,5000,19,10/15/2001,182,72,110,Wolverhampton Wanderers,English Premier League,1,RES,42,NA,10/9/2018,2022,25,Republic of Ireland,NA,NA,NA,Left,3,2,1,Medium/Medium,Normal (170-185),No,798000,NA,NA,61,41,49,50,52,59,48,38,52,52,35,47,46,43,50,48,65,57,64,50,65,49,70,52,63,40,56,50,42,46,42,46,52,54,50,14,5,15,12,6,NA,48+2,48+2,48+2,49,47,47,47,49,48+2,48+2,48+2,49+2,49+2,49+2,49+2,49+2,51+2,52+2,52+2,52+2,51+2,52+2,54+2,54+2,54+2,52+2,14+2,https://cdn.sofifa.net/players/251/590/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/ie.png
261265,https://sofifa.com/player/261265/lewis-richardson/220002,L. Richardson,Lewis Richardson,Lewis Richardson,ST,61,76,775000,2000,18,2/7/2003,179,70,1796,Burnley,English Premier League,1,SUB,38,NA,2/7/2020,2022,14,England,NA,NA,NA,Right,3,2,1,Medium/Medium,Lean (170-185),No,2.00E+06,NA,NA,67,60,47,63,26,53,38,62,60,53,58,62,52,34,43,64,70,64,65,54,71,61,65,61,56,53,31,19,62,52,57,61,26,23,18,10,6,7,9,12,NA,61+2,61+2,61+2,59,60,60,60,59,58+2,58+2,58+2,57+2,52+2,52+2,52+2,57+2,42+2,40+2,40+2,40+2,42+2,41+2,37+2,37+2,37+2,41+2,14+2,https://cdn.sofifa.net/players/261/265/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
189456,https://sofifa.com/player/189456/liam-cooper/220002,L. Cooper,Liam Cooper,Liam Cooper,CB,75,75,4700000,60000,29,8/30/1991,188,73,8,Leeds United,English Premier League,1,LCB,6,NA,8/13/2014,2024,42,Scotland,1359,SUB,16,Left,2,2,1,Medium/Medium,Lean (185+),Yes,8900000,NA,"Injury Prone, Leadership, Team Player",50,35,56,58,76,78,45,26,74,72,33,53,31,26,64,62,49,51,55,72,61,52,80,72,80,38,78,77,39,47,34,68,75,77,76,10,12,10,9,15,NA,52+2,52+2,52+2,51,52,52,52,51,54+2,54+2,54+2,55+2,61+2,61+2,61+2,55+2,67+2,72+2,72+2,72+2,67+2,68+2,75,75,75,68+2,18+2,https://cdn.sofifa.net/players/189/456/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
259031,https://sofifa.com/player/259031/liam-delap/220002,L. Delap,Liam Delap,Liam Delap,ST,64,85,1900000,9000,18,2/8/2003,186,72,10,Manchester City,English Premier League,1,SUB,48,NA,7/1/2020,2026,14,England,NA,NA,NA,Right,4,2,1,High/Medium,Normal (185+),Yes,5400000,NA,Chip Shot (AI),76,64,47,61,24,66,42,66,66,50,62,60,55,37,43,62,74,78,72,56,62,69,60,60,70,57,64,17,60,52,60,53,19,21,15,8,9,10,11,10,NA,64+2,64+2,64+2,60,61,61,61,60,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,42+2,40+2,40+2,40+2,42+2,41+2,39+2,39+2,39+2,41+2,15+2,https://cdn.sofifa.net/players/259/031/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
256620,https://sofifa.com/player/256620/liam-gibbs/220002,L. Gibbs,Liam Gibbs,Liam Gibbs,CM,55,73,325000,2000,18,12/16/2002,178,65,1792,Norwich City,English Premier League,1,RES,47,NA,7/23/2021,2025,14,England,NA,NA,NA,Right,3,2,1,High/Medium,Lean (170-185),No,853000,NA,NA,67,49,53,56,48,48,49,48,49,57,40,53,41,37,56,55,69,66,66,55,73,52,63,53,41,50,55,51,53,56,38,50,44,52,44,7,8,5,15,10,NA,53+2,53+2,53+2,55,55,55,55,55,56+2,56+2,56+2,55+2,55+2,55+2,55+2,55+2,53+2,52+2,52+2,52+2,53+2,52+2,50+2,50+2,50+2,52+2,15+2,https://cdn.sofifa.net/players/256/620/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
246154,https://sofifa.com/player/246154/liam-mccarron/220002,L. McCarron,Liam McCarron,Liam McCarron,"LB, LM, RM",59,76,575000,7000,20,3/7/2001,176,61,8,Leeds United,English Premier League,1,RES,45,NA,7/1/2019,2022,42,Scotland,NA,NA,NA,Left,3,2,1,High/Medium,Normal (170-185),No,1500000,NA,NA,80,52,53,60,49,46,59,52,42,59,47,59,41,40,48,57,82,79,76,54,72,54,44,59,45,51,34,57,51,47,54,39,45,52,47,11,14,14,12,7,NA,55+2,55+2,55+2,59,57,57,57,59,57+2,57+2,57+2,59+2,54+2,54+2,54+2,59+2,57+2,52+2,52+2,52+2,57+2,57+2,49+2,49+2,49+2,57+2,16+2,https://cdn.sofifa.net/players/246/154/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-sct.png
203775,https://sofifa.com/player/203775/loris-karius/220002,L. Karius,Loris Karius,Loris Karius,GK,75,78,5.00E+06,61000,28,6/22/1993,189,87,9,Liverpool,English Premier League,1,RES,22,NA,7/1/2016,2022,21,Germany,NA,NA,NA,Right,3,1,2,Medium/Medium,Normal (185+),Yes,9600000,NA,Rushes Out Of Goal,NA,NA,NA,NA,NA,NA,14,18,14,38,14,16,12,14,41,23,55,54,51,72,43,56,74,36,64,16,21,13,8,50,19,60,9,11,13,80,68,75,72,79,55,31+2,31+2,31+2,30,32,32,32,30,33+2,33+2,33+2,32+2,33+2,33+2,33+2,32+2,27+2,29+2,29+2,29+2,27+2,27+2,25+2,25+2,25+2,27+2,74+2,https://cdn.sofifa.net/players/203/775/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/de.png
261375,https://sofifa.com/player/261375/lucas-bergstrom/220002,L. Bergstr<f6>m,Lucas Bergstrom,Lucas Bergström,GK,54,74,275000,1000,18,9/5/2002,200,84,5,Chelsea,English Premier League,1,RES,36,NA,3/12/2021,2024,17,Finland,NA,NA,NA,Right,2,1,1,Medium/Medium,Lean (185+),No,784000,NA,NA,NA,NA,NA,NA,NA,NA,11,9,14,27,7,8,12,11,28,14,17,33,35,42,29,42,39,24,65,6,24,9,7,29,17,27,6,12,11,57,55,56,50,56,23,21+2,21+2,21+2,17,19,19,19,17,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,17+2,21+2,21+2,21+2,17+2,53+2,https://cdn.sofifa.net/players/261/375/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/fi.png
200458,https://sofifa.com/player/200458/lucas-digne/220002,L. Digne,Lucas Digne,Lucas Digne,LB,84,84,40500000,110000,27,7/20/1993,178,74,7,Everton,English Premier League,1,LB,12,NA,8/1/2018,2023,18,France,1335,SUB,18,Left,2,3,2,High/Medium,Unique,Yes,7.70E+07,#Crosser,"Long Throw-in, Dives Into Tackles (AI), Early Crosser",79,69,80,80,80,76,88,60,71,81,68,78,83,83,73,84,81,77,74,83,78,83,94,86,69,76,76,82,73,75,60,81,78,83,84,6,12,9,6,13,NA,74+2,74+2,74+2,78,77,77,77,78,77+2,77+2,77+2,79+2,79+2,79+2,79+2,79+2,83+1,80+2,80+2,80+2,83+1,82+2,79+2,79+2,79+2,82+2,17+2,https://cdn.sofifa.net/players/200/458/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
200949,https://sofifa.com/player/200949/lucas-rodrigues-m-silva/220002,Lucas Moura,Lucas Moura,Lucas Rodrigues Moura da Silva,"RM, CF",81,81,2.60E+07,105000,28,8/13/1992,174,70,18,Tottenham Hotspur,English Premier League,1,RW,27,NA,1/31/2018,2024,54,Brazil,NA,NA,NA,Right,4,4,3,High/Medium,Unique,Yes,49400000,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Team Player",90,79,70,86,43,68,70,79,65,72,70,88,71,71,66,82,93,88,93,79,92,85,95,75,57,75,78,50,78,70,74,81,31,43,44,9,10,14,7,14,NA,78+3,78+3,78+3,81,80,80,80,81,79+2,79+2,79+2,79+2,72+3,72+3,72+3,79+2,65+3,61+3,61+3,61+3,65+3,62+3,56+3,56+3,56+3,62+3,18+3,https://cdn.sofifa.net/players/200/949/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/br.png
205498,https://sofifa.com/player/205498/luiz-frello-filho-jorge/220002,Jorginho,Jorginho,Jorginho,"CM, CDM",85,85,52500000,170000,29,12/20/1991,180,68,5,Chelsea,English Premier League,1,LCM,5,NA,7/16/2018,2023,27,Italy,1343,CM,8,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,97100000,#Playmaker ,Playmaker (AI),55,67,86,81,73,73,75,64,56,92,71,79,75,76,89,87,61,50,77,82,72,71,58,87,66,62,79,81,69,88,91,81,67,81,71,14,7,13,14,8,NA,70+2,70+2,70+2,76,76,76,76,76,80+2,80+2,80+2,78+2,84+1,84+1,84+1,78+2,78+2,82+2,82+2,82+2,78+2,76+2,73+2,73+2,73+2,76+2,19+2,https://cdn.sofifa.net/players/205/498/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
206304,https://sofifa.com/player/206304/luka-milivojevic/220002,L. Milivojevi?,Luka Milivojevic,Luka Milivojevic,"CDM, CM",76,76,6500000,44000,30,4/7/1991,186,80,1799,Crystal Palace,English Premier League,1,SUB,4,NA,2/1/2017,2023,51,Serbia,NA,NA,NA,Right,2,2,1,Medium/High,Normal (185+),Yes,12400000,NA,"Long Passer (AI), Long Shot Taker (AI)",50,67,75,68,75,77,74,55,75,78,50,62,73,82,75,76,51,50,62,75,62,84,59,73,77,77,85,75,66,67,90,76,75,76,68,13,9,16,6,12,NA,68+2,68+2,68+2,66,68,68,68,66,69+2,69+2,69+2,68+2,73+2,73+2,73+2,68+2,71+2,75+1,75+1,75+1,71+2,71+2,75+1,75+1,75+1,71+2,17+2,https://cdn.sofifa.net/players/206/304/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/rs.png
245076,https://sofifa.com/player/245076/luka-racic/220002,L. Racic,Luka Racic,Luka Racic,CB,62,71,825000,6000,22,5/8/1999,187,74,1925,Brentford,English Premier League,1,RES,32,NA,7/5/2018,2023,13,Denmark,NA,NA,NA,Right,3,2,1,Medium/Medium,Normal (185+),No,1800000,NA,NA,59,26,39,51,62,65,28,22,63,55,21,47,23,19,42,54,62,57,54,57,62,44,72,52,73,18,58,60,21,28,36,54,61,63,61,10,10,8,7,10,NA,43+2,43+2,43+2,42,42,42,42,42,43+2,43+2,43+2,44+2,46+2,46+2,46+2,44+2,54+2,56+2,56+2,56+2,54+2,56+2,62+2,62+2,62+2,56+2,14+2,https://cdn.sofifa.net/players/245/076/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/dk.png
200469,https://sofifa.com/player/200469/lukas-rupp/220002,L. Rupp,Lukas Rupp,Lukas Rupp,"CM, CDM",73,73,2900000,28000,30,1/8/1991,178,73,1792,Norwich City,English Premier League,1,LCM,7,NA,1/13/2020,2022,21,Germany,NA,NA,NA,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,5800000,NA,Injury Prone,63,66,74,74,66,64,73,63,45,77,63,72,72,60,74,75,65,62,75,73,77,74,64,75,58,67,63,65,66,72,63,74,67,71,69,5,12,7,8,9,NA,66+2,66+2,66+2,70,70,70,70,70,71+2,71+2,71+2,71+2,73,73,73,71+2,71+2,71+2,71+2,71+2,71+2,69+2,65+2,65+2,65+2,69+2,16+2,https://cdn.sofifa.net/players/200/469/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/de.png
164835,https://sofifa.com/player/164835/lukasz-fabianski/220002,?. Fabia?ski,Lukasz Fabianski,Lukasz Fabianski,GK,82,82,3400000,43000,36,4/18/1985,190,83,19,West Ham United,English Premier League,1,GK,1,NA,6/20/2018,2022,37,Poland,NA,NA,NA,Right,2,1,2,Medium/Medium,Normal (185+),Yes,6500000,NA,"GK Long Throw, Comes For Crosses",NA,NA,NA,NA,NA,NA,14,13,11,20,17,14,18,12,32,22,50,47,53,75,44,53,69,25,65,20,43,16,15,52,22,63,14,12,13,82,82,71,83,82,49,29+2,29+2,29+2,28,30,30,30,28,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2,81+1,https://cdn.sofifa.net/players/164/835/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/pl.png
186156,https://sofifa.com/player/186156/luke-ayling/220002,L. Ayling,Luke Ayling,Luke Ayling,"RB, CB",76,76,6500000,63000,29,8/25/1991,185,72,8,Leeds United,English Premier League,1,RB,2,NA,8/11/2016,2023,14,England,NA,NA,NA,Right,3,3,2,High/High,Lean (185+),Yes,12400000,NA,"Leadership, Long Passer (AI), Team Player",66,54,64,72,76,75,69,48,67,71,46,74,41,36,63,72,63,69,68,74,61,65,76,85,74,59,66,75,67,59,38,74,75,80,78,9,11,11,9,8,NA,65+2,65+2,65+2,67,66,66,66,67,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,16+2,https://cdn.sofifa.net/players/186/156/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
233051,https://sofifa.com/player/233051/luke-bolton/220002,L. Bolton,Luke Bolton,Luke Bolton,"RB, RWB, RM",64,71,1100000,14000,21,10/7/1999,176,72,10,Manchester City,English Premier League,1,RES,74,NA,10/7/2016,2022,14,England,NA,NA,NA,Right,3,3,1,High/Medium,Normal (170-185),Yes,2300000,NA,"Flair, Speed Dribbler (AI)",81,51,59,64,59,63,65,52,52,63,32,64,61,39,52,63,82,80,75,56,72,56,84,60,61,46,65,59,58,58,56,52,59,63,53,12,6,9,11,6,NA,58+2,58+2,58+2,63,61,61,61,63,61+2,61+2,61+2,63+2,59+2,59+2,59+2,63+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2,14+2,https://cdn.sofifa.net/players/233/051/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png
